Index,name,establishment,url,address,city,locality,zipcode,locality_verbose,cuisines,timings,average_cost_for_two,price_range,highlights,aggregate_rating,rating_text,votes,location_url
101,Essence - Crowne Plaza,['Casual Dining'],https://www.zomato.com/ahmedabad/essence-crowne-plaza-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Crowne Plaza, Shapath 5, S G Road, Satellite, Ahmedabad",Ahmedabad,"Crowne Plaza, Satellite",380015,"Crowne Plaza, Satellite, Ahmedabad","Continental, North Indian, Beverages",6:30 AM to 11 PM,1500,4,"['No Alcohol Available', 'Dinner', 'Cash', 'Credit Card', 'Lunch', 'Breakfast', 'Debit Card', 'Valet Parking Available', 'Table booking recommended', 'Buffet', 'Indoor Seating', '4/5 Star', 'Air Conditioned', 'Wheelchair Accessible']",4.1,Very Good,384,https://www.google.com/maps/search/?api=1&query=Essence%20-%20Crowne%20Plaza%2C%20Crowne%20Plaza%2C%20Shapath%205%2C%20S%20G%20Road%2C%20Satellite%2C%20Ahmedabad
102,Green House - The House Of MG,['Casual Dining'],https://www.zomato.com/ahmedabad/green-house-the-house-of-mg-lal-darwaja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The House Of MG, Opposite Sidi Saiyad Mosque, Lal Darwaja, Ahmedabad",Ahmedabad,Lal Darwaja,380001,"Lal Darwaja, Ahmedabad","North Indian, South Indian, Continental, Gujarati, Beverages, Street Food",7 AM to 11 PM,1500,4,"['Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Dinner', 'Delivery', 'Credit Card', 'Debit Card', 'Outdoor Seating', '4/5 Star', 'Indoor Seating', 'Air Conditioned']",4.1,Very Good,307,https://www.google.com/maps/search/?api=1&query=Green%20House%20-%20The%20House%20Of%20MG%2C%20The%20House%20Of%20MG%2C%20Opposite%20Sidi%20Saiyad%20Mosque%2C%20Lal%20Darwaja%2C%20Ahmedabad
103,Candle Light Date N Dinner,['Casual Dining'],https://www.zomato.com/ahmedabad/candle-light-date-n-dinner-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Shivam Complex,  Near H.L. College, Commerce Six Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,380009,"Navrangpura, Ahmedabad","North Indian, Chinese, Fast Food","11 AM to 2:30 PM, 7 PM to 10:30 PM (Mon-Sun)",1500,4,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Sneakpeek', 'Indoor Seating', 'Air Conditioned', 'Wifi', 'Pure Veg', 'Table reservation required']",3.9,Good,255,https://www.google.com/maps/search/?api=1&query=Candle%20Light%20Date%20N%20Dinner%2C%201st%20Floor%2C%20Shivam%20Complex%2C%20%20Near%20H.L.%20College%2C%20Commerce%20Six%20Roads%2C%20Navrangpura%2C%20Ahmedabad
104,Dot Yum - Hotel Aloft,['Fine Dining'],https://www.zomato.com/ahmedabad/dot-yum-hotel-aloft-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Aloft, 147/1, Opposite Bhagwat Vidhya Peeth, S G Highway, Sola, Ahmedabad",Ahmedabad,"Hotel Aloft, Sola",,"Hotel Aloft, Sola, Ahmedabad","Asian, Chinese","12:30 PM to 3 PM, 7:30 PM to 11:30 PM",1500,4,"['Cash', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Lunch', 'Air Conditioned', 'Free Parking', 'Indoor Seating', 'Buffet']",3.7,Good,202,https://www.google.com/maps/search/?api=1&query=Dot%20Yum%20-%20Hotel%20Aloft%2C%20Hotel%20Aloft%2C%20147/1%2C%20Opposite%20Bhagwat%20Vidhya%20Peeth%2C%20S%20G%20Highway%2C%20Sola%2C%20Ahmedabad
105,Cafe Treat - The Pride Hotel,['Café'],https://www.zomato.com/ahmedabad/cafe-treat-the-pride-hotel-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Pride Hotel, Judges Bungalow Road, Off S.G. Highway, Bodakdev, Ahmedabad",Ahmedabad,"The Pride Hotel, Bodakdev",,"The Pride Hotel, Bodakdev, Ahmedabad","Cafe, Bakery, Desserts, North Indian",24 Hours,1500,4,"['No Alcohol Available', 'Dinner', 'Cash', 'Breakfast', 'Lunch', 'Takeaway Available', 'Credit Card', 'Debit Card', 'Outdoor Seating', 'Halal', 'Buffet', 'Indoor Seating', 'Air Conditioned', 'Brunch']",3.6,Good,251,https://www.google.com/maps/search/?api=1&query=Cafe%20Treat%20-%20The%20Pride%20Hotel%2C%20The%20Pride%20Hotel%2C%20Judges%20Bungalow%20Road%2C%20Off%20S.G.%20Highway%2C%20Bodakdev%2C%20Ahmedabad
106,Pol 21 - Hotel Binori,['Casual Dining'],https://www.zomato.com/ahmedabad/pol-21-hotel-binori-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Binori, Opposite New York Tower, S.G Highway, Thaltej, Ahmedabad",Ahmedabad,"Hotel Binori, Thaltej",,"Hotel Binori, Thaltej, Ahmedabad","North Indian, Chinese",8 AM – 11 PM,1500,4,"['Lunch', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Indoor Seating']",4.0,Very Good,75,https://www.google.com/maps/search/?api=1&query=Pol%2021%20-%20Hotel%20Binori%2C%20Hotel%20Binori%2C%20Opposite%20New%20York%20Tower%2C%20S.G%20Highway%2C%20Thaltej%2C%20Ahmedabad
107,The Riverfront Grill,['Casual Dining'],https://www.zomato.com/ahmedabad/the-riverfront-grill-lal-darwaja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lemon Tree Premier, Off Nehru Bridge, Sabarmati River Front, Towards Khanpur, Lal Darwaja, Ahmedabad",Ahmedabad,Lal Darwaja,,"Lal Darwaja, Ahmedabad","North Indian, Mughlai",7 PM to 11 PM,1500,4,"['Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Outdoor Seating', 'Air Conditioned']",3.9,Good,158,https://www.google.com/maps/search/?api=1&query=The%20Riverfront%20Grill%2C%20Lemon%20Tree%20Premier%2C%20Off%20Nehru%20Bridge%2C%20Sabarmati%20River%20Front%2C%20Towards%20Khanpur%2C%20Lal%20Darwaja%2C%20Ahmedabad
108,WAVE - Double Tree By Hilton,['Casual Dining'],https://www.zomato.com/ahmedabad/wave-double-tree-by-hilton-bopal?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"TP -51, Plot 61/9, 67, ISRO Colony, Iscon-Ambli Road, Beside Vikram Nagar, Bopal, Ahmedabad",Ahmedabad,"Double Tree By Hilton, Bopal",,"Double Tree By Hilton, Bopal, Ahmedabad","North Indian, Fast Food, South Indian, Chinese",6:30 AM to 11 PM,1500,4,"['Dinner', 'Cash', 'Credit Card', 'Debit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned']",3.9,Good,65,https://www.google.com/maps/search/?api=1&query=WAVE%20-%20Double%20Tree%20By%20Hilton%2C%20TP%20-51%2C%20Plot%2061/9%2C%2067%2C%20ISRO%20Colony%2C%20Iscon-Ambli%20Road%2C%20Beside%20Vikram%20Nagar%2C%20Bopal%2C%20Ahmedabad
109,Mosaic - Country Inn & Suites,['Fine Dining'],https://www.zomato.com/ahmedabad/mosaic-country-inn-suites-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Country Inn & Suites, Surdhara Circle, Off Drive In Road, Thaltej, Ahmedabad",Ahmedabad,"Country Inn & Suites, Thaltej",0,"Country Inn & Suites, Thaltej, Ahmedabad","North Indian, Asian, Continental",7 AM to 11 PM,1500,4,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Free Parking', 'Indoor Seating', 'Air Conditioned', 'Buffet', 'Valet Parking Available']",3.7,Good,175,https://www.google.com/maps/search/?api=1&query=Mosaic%20-%20Country%20Inn%20%26%20Suites%2C%20Country%20Inn%20%26%20Suites%2C%20Surdhara%20Circle%2C%20Off%20Drive%20In%20Road%2C%20Thaltej%2C%20Ahmedabad
110,Kuro - Renaissance Hotel,['Casual Dining'],https://www.zomato.com/ahmedabad/kuro-renaissance-hotel-sola?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Renaissance Hotel, SG Highway, Behind Ganesh Meridian, Sola, Ahmedabad",Ahmedabad,"Renaissance Hotel, Sola",,"Renaissance Hotel, Sola, Ahmedabad","Japanese, Asian, Chinese",7 PM to 11 PM,1500,4,"['Credit Card', 'Cash', 'Debit Card', 'Dinner', 'Takeaway Available', 'Indoor Seating', '4/5 Star', 'Air Conditioned']",4.1,Very Good,114,https://www.google.com/maps/search/?api=1&query=Kuro%20-%20Renaissance%20Hotel%2C%20Renaissance%20Hotel%2C%20SG%20Highway%2C%20Behind%20Ganesh%20Meridian%2C%20Sola%2C%20Ahmedabad
111,Citrus Cafe - Lemon Tree Premier,['Fine Dining'],https://www.zomato.com/ahmedabad/citrus-cafe-lemon-tree-premier-lal-darwaja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lemon Tree Premier, Khanpur Road, Lal Darwaja, Ahmedabad",Ahmedabad,Lal Darwaja,,"Lal Darwaja, Ahmedabad","North Indian, Continental, Mexican, American, European, Asian",24 Hours,1500,4,"['No Alcohol Available', 'Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Debit Card', '4/5 Star', 'Outdoor Seating', 'Table Reservation Not Required', 'Smoking Area', 'Brunch', 'Valet Parking Available', 'Indoor Seating', 'Air Conditioned']",3.9,Good,136,https://www.google.com/maps/search/?api=1&query=Citrus%20Cafe%20-%20Lemon%20Tree%20Premier%2C%20Lemon%20Tree%20Premier%2C%20Khanpur%20Road%2C%20Lal%20Darwaja%2C%20Ahmedabad
112,Candle Light Date N Dinner,['Casual Dining'],https://www.zomato.com/ahmedabad/candle-light-date-n-dinner-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"305, Selister, Behind Rajpath Club Road, S G Highway, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,380057,"Bodakdev, Ahmedabad","Continental, North Indian, Chinese","11AM to 2PM, 7PM to 2AM (Mon-Sun)",1500,4,"['Lunch', 'Credit Card', 'Dinner', 'Cash', 'Debit Card', 'Free Parking', 'Table reservation required', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Digital Payments Accepted', 'Serves Jain Food']",3.5,Good,74,https://www.google.com/maps/search/?api=1&query=Candle%20Light%20Date%20N%20Dinner%2C%20305%2C%20Selister%2C%20Behind%20Rajpath%20Club%20Road%2C%20S%20G%20Highway%2C%20Bodakdev%2C%20Ahmedabad
113,La Vista - Cama Hotel,['Casual Dining'],https://www.zomato.com/ahmedabad/la-vista-cama-hotel-lal-darwaja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cama Hotel, Khanpur Road, Lal Darwaja, Ahmedabad",Ahmedabad,"Cama Hotel, Bhadra",0,"Cama Hotel, Bhadra, Ahmedabad","North Indian, Chinese, Mughlai, Italian","7 AM to 10 AM, 12 Noon to 2:30 PM, 7:30 PM to 10:30 PM",1500,4,"['Dinner', 'Credit Card', 'Debit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Breakfast', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible', 'Variable Menu']",3.7,Good,64,https://www.google.com/maps/search/?api=1&query=La%20Vista%20-%20Cama%20Hotel%2C%20Cama%20Hotel%2C%20Khanpur%20Road%2C%20Lal%20Darwaja%2C%20Ahmedabad
114,Cafe Patio - Hotel Binori,['Casual Dining'],https://www.zomato.com/ahmedabad/cafe-patio-hotel-binori-thaltej?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Hotel Binori, Opposite New York Tower, S.G Highway, Thaltej, Ahmedabad",Ahmedabad,"Hotel Binori, Thaltej",380059,"Hotel Binori, Thaltej, Ahmedabad","Italian, North Indian, Continental",8 AM – 11 PM,1500,4,"['Lunch', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Indoor Seating']",3.5,Good,32,https://www.google.com/maps/search/?api=1&query=Cafe%20Patio%20-%20Hotel%20Binori%2C%20Hotel%20Binori%2C%20Opposite%20New%20York%20Tower%2C%20S.G%20Highway%2C%20Thaltej%2C%20Ahmedabad
115,Vishalla,['Casual Dining'],https://www.zomato.com/ahmedabad/vishalla-vasna?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Vasna Tol, Opposite APMC Market, Vasna, Ahmedabad",Ahmedabad,Vasna,0,"Vasna, Ahmedabad",Gujarati,11 AM to 11 PM,1400,3,"['Lunch', 'Cash', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Table booking not available', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating', 'Serves Jain Food']",4.4,Very Good,1222,https://www.google.com/maps/search/?api=1&query=Vishalla%2C%20Near%20Vasna%20Tol%2C%20Opposite%20APMC%20Market%2C%20Vasna%2C%20Ahmedabad
116,MoMo Café - Courtyard By Marriott,['Fine Dining'],https://www.zomato.com/ahmedabad/momo-café-courtyard-by-marriott-1-satellite?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Courtyard By Marriott, Ramdevnagar Cross Road, Satellite, Ahmedabad",Ahmedabad,"Courtyard By Marriott, Satellite",0,"Courtyard By Marriott, Satellite, Ahmedabad","North Indian, South Indian, Asian, Continental, Salad",24 Hours,1400,3,"['Delivery', 'Lunch', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Breakfast', 'Indoor Seating', '4/5 Star', 'Air Conditioned', 'Wheelchair Accessible', 'Brunch', 'Valet Parking Available', 'Table booking recommended', 'Wifi', 'Buffet']",4.1,Very Good,618,https://www.google.com/maps/search/?api=1&query=MoMo%20Caf%C3%A9%20-%20Courtyard%20By%20Marriott%2C%20Courtyard%20By%20Marriott%2C%20Ramdevnagar%20Cross%20Road%2C%20Satellite%2C%20Ahmedabad
117,Tomato's,['Casual Dining'],https://www.zomato.com/ahmedabad/tomatos-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1-3, Mardia Plaza, C G Road, Ahmedabad",Ahmedabad,C G Road,0,"C G Road, Ahmedabad","Asian, Italian, North Indian","12 Noon to 3 PM, 7 PM to 11 PM",1400,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",4.6,Excellent,1758,https://www.google.com/maps/search/?api=1&query=Tomato%27s%2C%201-3%2C%20Mardia%20Plaza%2C%20C%20G%20Road%2C%20Ahmedabad
118,Sundew - Ramada,['Casual Dining'],https://www.zomato.com/ahmedabad/sundew-ramada-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ramada Hotel, Opposite Prahlad Nagar Garden,Off S G Highway, Prahlad Nagar, Ahmedabad",Ahmedabad,"Ramada, Prahlad Nagar",0,"Ramada, Prahlad Nagar, Ahmedabad","North Indian, Continental, Fast Food",24 Hours,1400,3,"['Cash', 'Delivery', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Brunch', 'Air Conditioned', 'Live Sports Screening', 'Buffet']",3.9,Good,299,https://www.google.com/maps/search/?api=1&query=Sundew%20-%20Ramada%2C%20Ramada%20Hotel%2C%20Opposite%20Prahlad%20Nagar%20Garden%2COff%20S%20G%20Highway%2C%20Prahlad%20Nagar%2C%20Ahmedabad
119,Curries,['Casual Dining'],https://www.zomato.com/ahmedabad/curries-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"1st Floor, Rudra Path, Near Rajpath Club, S G Highway, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,0,"Bodakdev, Ahmedabad","North Indian, Continental, Chinese",11 AM to 11 PM,1300,3,"['No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Sodexo', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Indoor Seating', 'Digital Payments Accepted', 'Table Reservation Not Required']",4.2,Very Good,682,https://www.google.com/maps/search/?api=1&query=Curries%2C%201st%20Floor%2C%20Rudra%20Path%2C%20Near%20Rajpath%20Club%2C%20S%20G%20Highway%2C%20Bodakdev%2C%20Ahmedabad
120,Rajwadu,['Casual Dining'],https://www.zomato.com/ahmedabad/rajwadu-vejalpur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Near Jivraj Tolnaka, Ambaji Temple, Malav Talav, Vejalpur, Ahmedabad",Ahmedabad,Vejalpur,0,"Vejalpur, Ahmedabad","Gujarati, Rajasthani",7 PM to 11 PM,1300,3,"['Dinner', 'Debit Card', 'No Alcohol Available', 'Cash', 'Credit Card', 'Table booking not available', 'Indoor Seating', 'Pure Veg', 'Outdoor Seating']",4.4,Very Good,924,https://www.google.com/maps/search/?api=1&query=Rajwadu%2C%20Near%20Jivraj%20Tolnaka%2C%20Ambaji%20Temple%2C%20Malav%20Talav%2C%20Vejalpur%2C%20Ahmedabad
121,Blue -  Rooftop Cafe Restaurant Bistro,['Casual Dining'],https://www.zomato.com/ahmedabad/blue-rooftop-cafe-restaurant-bistro-c-g-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"10th Floor, Balaji Heights Buliding, Besides Tanishq Showroom, Off C G Road, Ahmedabad",Ahmedabad,C G Road,380009,"C G Road, Ahmedabad","North Indian, Cafe, Italian, Mexican",11:30am – 11pm (Mon-Sun),1300,3,"['Lunch', 'Cash', 'Takeaway Available', 'Dinner', 'Delivery', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended', 'Live Sports Screening', 'Outdoor Seating', 'Rooftop', 'Air Conditioned', 'Pure Veg']",3.9,Good,961,https://www.google.com/maps/search/?api=1&query=Blue%20-%20%20Rooftop%20Cafe%20Restaurant%20Bistro%2C%2010th%20Floor%2C%20Balaji%20Heights%20Buliding%2C%20Besides%20Tanishq%20Showroom%2C%20Off%20C%20G%20Road%2C%20Ahmedabad
122,Cafe 15 A- Starottel,['Casual Dining'],https://www.zomato.com/ahmedabad/cafe-15-a-starottel-ashram-road?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"15 Starottel, Ashram Road, Ahmedabad",Ahmedabad,Ashram Road,,"Ashram Road, Ahmedabad","North Indian, Continental",24 Hours,1300,3,"['Cash', 'Debit Card', 'Breakfast', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Wheelchair Accessible', 'Valet Parking Available', 'Air Conditioned', 'Buffet']",2.9,Average,172,https://www.google.com/maps/search/?api=1&query=Cafe%2015%20A-%20Starottel%2C%2015%20Starottel%2C%20Ashram%20Road%2C%20Ahmedabad
123,Citrus Cafe - Lemon Tree  Hotel,['Casual Dining'],https://www.zomato.com/ahmedabad/citrus-cafe-lemon-tree-hotel-navrangpura?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Lemon Tree Hotel, 434/1, Mithakhali Cross Roads, Navrangpura, Ahmedabad",Ahmedabad,Navrangpura,,"Navrangpura, Ahmedabad","North Indian, American, European, Asian",7am – 10:30pm (Mon-Sun),1300,3,"['Dinner', 'Cash', 'Credit Card', 'Lunch', 'Takeaway Available', 'Breakfast', 'Debit Card', 'Indoor Seating', 'Buffet', 'Air Conditioned']",3.8,Good,108,https://www.google.com/maps/search/?api=1&query=Citrus%20Cafe%20-%20Lemon%20Tree%20%20Hotel%2C%20Lemon%20Tree%20Hotel%2C%20434/1%2C%20Mithakhali%20Cross%20Roads%2C%20Navrangpura%2C%20Ahmedabad
124,Jajarmaan,['Casual Dining'],https://www.zomato.com/ahmedabad/jajarmaan-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Sindhu Bhavan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","Chinese, North Indian, Mexican, Gujarati","11 AM to 3 PM, 7 PM to 10 PM",1300,3,"['Delivery', 'Cash', 'Takeaway Available', 'Lunch', 'Credit Card', 'Dinner', 'Debit Card', 'No Alcohol Available', 'Free Parking', 'Pure Veg', 'Kid Friendly', 'Table reservation required', 'Air Conditioned', 'Indoor Seating', 'Serves Jain Food']",3.9,Good,145,https://www.google.com/maps/search/?api=1&query=Jajarmaan%2C%20Sindhu%20Bhavan%20Road%2C%20Bodakdev%2C%20Ahmedabad
125,Cafe Piano - The Grand Bhagwati,['Café'],https://www.zomato.com/ahmedabad/cafe-piano-the-grand-bhagwati-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Grand Bhagwati, S.G. Highway, Bodakdev, Ahmedabad",Ahmedabad,"The Grand Bhagwati, Bodakdev",0,"The Grand Bhagwati, Bodakdev, Ahmedabad","Cafe, North Indian, Italian, Coffee, South Indian",24 Hours (Mon-Sun),1200,3,"['Breakfast', 'Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Axis Bank - Dining Delights', 'Pure Veg', 'Buffet', 'Indoor Seating', 'Table Reservation Not Required', 'Serves Jain Food', 'Brunch']",4.2,Very Good,1071,https://www.google.com/maps/search/?api=1&query=Cafe%20Piano%20-%20The%20Grand%20Bhagwati%2C%20The%20Grand%20Bhagwati%2C%20S.G.%20Highway%2C%20Bodakdev%2C%20Ahmedabad
126,Poetry,['Casual Dining'],https://www.zomato.com/ahmedabad/poetry-5-bodakdev?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Premises of Mann Party Plot, Besides KK Farms, Sindhu Bhawan Road, Bodakdev, Ahmedabad",Ahmedabad,Bodakdev,,"Bodakdev, Ahmedabad","European, Continental","12noon – 3pm, 7pm – 11pm (Mon-Sun)",1200,3,"['Dinner', 'Cash', 'Debit Card', 'No Alcohol Available', 'Credit Card', 'Takeaway Available', 'Lunch', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Digital Payments Accepted']",4.3,Very Good,1134,https://www.google.com/maps/search/?api=1&query=Poetry%2C%20Premises%20of%20Mann%20Party%20Plot%2C%20Besides%20KK%20Farms%2C%20Sindhu%20Bhawan%20Road%2C%20Bodakdev%2C%20Ahmedabad
127,650 - The Global Kitchen,['Casual Dining'],https://www.zomato.com/ahmedabad/650-the-global-kitchen-ambavadi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Shreekunj Mandapam, Beside Golden Tulip Bunglows & Tulip Citadel, Rajivnagar, Ayojan Nagar",Ahmedabad,Ambavadi,,"Ambavadi, Ahmedabad","North Indian, Italian, Continental","12Noon to 2:45PM, 7PM to 10:45PM (Mon-Sun)",1200,3,"['Debit Card', 'Delivery', 'Lunch', 'Credit Card', 'Dinner', 'Cash', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Valet Parking Available', 'Indoor Seating']",4.4,Very Good,2196,https://www.google.com/maps/search/?api=1&query=650%20-%20The%20Global%20Kitchen%2C%20Shreekunj%20Mandapam%2C%20Beside%20Golden%20Tulip%20Bunglows%20%26%20Tulip%20Citadel%2C%20Rajivnagar%2C%20Ayojan%20Nagar
128,Turquoise Villa,['Casual Dining'],https://www.zomato.com/ahmedabad/turquoise-villa-vastrapur?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Ground Floor, Shanay 1, Near AMA, IIM Road, Vastrapur, Ahmedabad",Ahmedabad,Vastrapur,,"Vastrapur, Ahmedabad","Continental, North Indian, Salad",11 AM to 1 AM,1200,3,"['Lunch', 'Credit Card', 'Debit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Breakfast', 'Outdoor Seating', 'Air Conditioned', 'Wifi', 'Indoor Seating']",4.0,Very Good,917,https://www.google.com/maps/search/?api=1&query=Turquoise%20Villa%2C%20Ground%20Floor%2C%20Shanay%201%2C%20Near%20AMA%2C%20IIM%20Road%2C%20Vastrapur%2C%20Ahmedabad
129,The Trophy by Tomato's,['Casual Dining'],https://www.zomato.com/ahmedabad/the-trophy-by-tomatos-prahlad-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The YMCA, S G Highway, Makarba, Prahlad Nagar, Ahmedabad",Ahmedabad,Prahlad Nagar,,"Prahlad Nagar, Ahmedabad","North Indian, Mexican, Asian, Italian","12 Noon to 2:45 PM, 7 PM to 10:45 PM",1200,3,"['Debit Card', 'Lunch', 'Delivery', 'Credit Card', 'Dinner', 'Cash', 'Takeaway Available', 'Air Conditioned', 'Indoor Seating']",4.4,Very Good,746,https://www.google.com/maps/search/?api=1&query=The%20Trophy%20by%20Tomato%27s%2C%20The%20YMCA%2C%20S%20G%20Highway%2C%20Makarba%2C%20Prahlad%20Nagar%2C%20Ahmedabad
130,Piperade - The Waterside,['Casual Dining'],https://www.zomato.com/ahmedabad/piperade-the-waterside-adalaj?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"The Waterside, Near Narmada Canal, Adalaj Circle, S G Highway, Adalaj, Ahmedabad",Ahmedabad,"The Waterside, Adalaj",0,"The Waterside, Adalaj, Ahmedabad","Mexican, Chinese, Italian, Thai",3 PM to 11 PM,1200,3,"['Dinner', 'Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Table booking recommended']",4.1,Very Good,932,https://www.google.com/maps/search/?api=1&query=Piperade%20-%20The%20Waterside%2C%20The%20Waterside%2C%20Near%20Narmada%20Canal%2C%20Adalaj%20Circle%2C%20S%20G%20Highway%2C%20Adalaj%2C%20Ahmedabad
131,Sizzling Shihai,['Casual Dining'],https://www.zomato.com/ahmedabad/sizzling-shihai-chandkheda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"2nd Floor, Shree Balaji Agora Mall, Between Tapovan and Bhat Circles, Chandkheda, Ahmedabad",Ahmedabad,"Shree Balaji Agora Mall, Chandkheda",382424,"Shree Balaji Agora Mall, Chandkheda, Ahmedabad","Thai, Chinese","12 Noon to 3 PM, 7 PM to 11 PM",1200,3,"['Debit Card', 'Cash', 'Takeaway Available', 'Credit Card', 'Dinner', 'Mall Parking', 'Delivery', 'Serves Jain Food', 'Indoor Seating', 'Table booking recommended', 'Axis Bank - Dining Delights', 'Pure Veg', 'Air Conditioned']",4.2,Very Good,470,https://www.google.com/maps/search/?api=1&query=Sizzling%20Shihai%2C%202nd%20Floor%2C%20Shree%20Balaji%20Agora%20Mall%2C%20Between%20Tapovan%20and%20Bhat%20Circles%2C%20Chandkheda%2C%20Ahmedabad
